71, Self-emp-not-inc, 116815, 11th, 7, Divorced, ?, Husband, White, Female, 2174, 0, 23, United-States, <=50K
25, Local-gov, 286867, 11th, 7, Never-married, Exec-managerial, Wife, Asian-Pac-Islander, Male, 2174, 0, 26, ?, <=50K
68, ?, 96131, 11th, 7, Never-married, Tech-support, Own-child, Black, Female, 5013, 1902, 7, Mexico, <=50K
21, Private, 177490, Masters, 14, Divorced, Craft-repair, Wife, White, Female, 2174, 0, 23, Mexico, <=50K
42, Self-emp-not-inc, 183113, Bachelors, 13, Divorced, Craft-repair, Husband, White, Female, 0, 0, 15, ?, <=50K
48, Private, 34727, Bachelors, 13, Divorced, Exec-managerial, Wife, White, Male, 5013, 0, 46, Mexico, >50K
18, ?, 167546, HS-grad, 9, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Female, 0, 0, 24, ?, <=50K
28, Self-emp-not-inc, 109863, Masters, 14, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 66, Mexico, <=50K
59, Private, 52844, Bachelors, 13, Divorced, Tech-support, Not-in-family, Black, Male, 0, 0, 67, ?, <=50K
43, Private, 112481, 11th, 7, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male, 0, 0, 11, Mexico, <=50K
39, Self-emp-not-inc, 208743, Masters, 14, Never-married, Craft-repair, Wife, Black, Male, 0, 0, 7, Mexico, <=50K
34, Self-emp-not-inc, 79229, Masters, 14, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Female, 5013, 0, 44, ?, <=50K
41, Local-gov, 284311, 11th, 7, Married-civ-spouse, ?, Own-child, Asian-Pac-Islander, Male, 5013, 0, 41, United-States, <=50K
58, Private, 259193, Masters, 14, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Female, 2174, 0, 63, United-States, <=50K
58, Self-emp-not-inc, 58998, 11th, 7, Never-married, Craft-repair, Wife, Asian-Pac-Islander, Male, 2174, 0, 9, Mexico, <=50K
24, Private, 97732, Masters, 14, Married-civ-spouse, Tech-support, Own-child, Asian-Pac-Islander, Male, 2174, 0, 27, United-States, <=50K
30, ?, 196561, 11th, 7, Divorced, Tech-support, Not-in-family, White, Male, 0, 0, 36, Mexico, <=50K
52, Private, 116461, Masters, 14, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 9, ?, <=50K
64, Self-emp-not-inc, 268302, HS-grad, 9, Divorced, Exec-managerial, Wife, Asian-Pac-Islander, Male, 0, 0, 19, ?, <=50K
36, ?, 152273, Bachelors, 13, Married-civ-spouse, Craft-repair, Own-child, Black, Male, 0, 0, 40, Mexico, <=50K
28, Self-emp-not-inc, 219735, HS-grad, 9, Married-civ-spouse, Tech-support, Own-child, Asian-Pac-Islander, Male, 0, 1902, 5, United-States, >50K
24, Local-gov, 45558, 11th, 7, Never-married, Tech-support, Wife, Asian-Pac-Islander, Female, 0, 0, 54, United-States, <=50K
48, Self-emp-not-inc, 255112, HS-grad, 9, Never-married, ?, Not-in-family, White, Male, 5013, 0, 21, United-States, <=50K
44, ?, 105566, 11th, 7, Married-civ-spouse, Tech-support, Wife, White, Female, 0, 0, 25, ?, <=50K
58, ?, 96019, Bachelors, 13, Never-married, Tech-support, Husband, Black, Male, 5013, 0, 19, United-States, >50K
24, ?, 125147, Masters, 14, Never-married, Craft-repair, Not-in-family, White, Male, 5013, 1902, 57, United-States, >50K
47, Local-gov, 40843, 11th, 7, Divorced, Tech-support, Husband, Black, Male, 0, 1902, 55, Mexico, <=50K
68, Local-gov, 76458, Masters, 14, Divorced, Tech-support, Wife, Black, Male, 0, 0, 36, United-States, >50K
38, Local-gov, 79078, HS-grad, 9, Divorced, Tech-support, Own-child, Asian-Pac-Islander, Female, 0, 0, 34, Mexico, <=50K
48, Private, 89006, Masters, 14, Divorced, Tech-support, Own-child, Asian-Pac-Islander, Male, 5013, 0, 31, Mexico, >50K
59, Private, 157656, 11th, 7, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Male, 0, 0, 53, ?, >50K
61, Private, 192081, Masters, 14, Divorced, Exec-managerial, Own-child, Asian-Pac-Islander, Male, 0, 0, 60, ?, >50K
46, ?, 240696, HS-grad, 9, Married-civ-spouse, Exec-managerial, Own-child, White, Female, 0, 1902, 24, ?, <=50K
27, Private, 241130, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male, 0, 0, 52, United-States, <=50K
69, Local-gov, 154021, Bachelors, 13, Divorced, ?, Wife, White, Male, 0, 0, 65, United-States, <=50K
71, Private, 104021, Bachelors, 13, Divorced, Exec-managerial, Husband, White, Male, 5013, 0, 20, Mexico, <=50K
54, Self-emp-not-inc, 48199, Masters, 14, Divorced, Exec-managerial, Wife, Black, Female, 0, 1902, 64, United-States, <=50K
33, ?, 287103, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 51, ?, <=50K
55, ?, 166530, Bachelors, 13, Married-civ-spouse, ?, Own-child, Asian-Pac-Islander, Female, 2174, 0, 15, United-States, >50K
78, Self-emp-not-inc, 252817, Bachelors, 13, Never-married, ?, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 61, ?, <=50K
73, Self-emp-not-inc, 25971, Masters, 14, Never-married, Craft-repair, Own-child, White, Female, 0, 0, 22, United-States, <=50K
45, Self-emp-not-inc, 46690, Bachelors, 13, Married-civ-spouse, Tech-support, Wife, Asian-Pac-Islander, Male, 0, 1902, 14, United-States, >50K
74, Self-emp-not-inc, 43681, Bachelors, 13, Divorced, Craft-repair, Own-child, Black, Female, 0, 0, 58, United-States, <=50K
77, ?, 114703, Bachelors, 13, Married-civ-spouse, Tech-support, Own-child, White, Female, 5013, 0, 22, ?, <=50K
50, Local-gov, 108310, Masters, 14, Divorced, Exec-managerial, Husband, Black, Male, 2174, 0, 64, United-States, >50K
32, ?, 280202, Bachelors, 13, Divorced, ?, Wife, White, Male, 0, 0, 27, United-States, >50K
49, ?, 233241, HS-grad, 9, Never-married, Exec-managerial, Own-child, Black, Male, 0, 0, 50, Mexico, >50K
60, Self-emp-not-inc, 170739, Masters, 14, Married-civ-spouse, Tech-support, Wife, Black, Female, 0, 0, 27, Mexico, <=50K
57, Private, 153490, 11th, 7, Married-civ-spouse, Craft-repair, Not-in-family, White, Male, 0, 1902, 30, Mexico, <=50K
47, Private, 129809, 11th, 7, Divorced, Exec-managerial, Own-child, White, Female, 0, 0, 58, United-States, <=50K
46, ?, 187444, Bachelors, 13, Married-civ-spouse, Tech-support, Own-child, Black, Male, 0, 0, 22, Mexico, >50K
57, Private, 112410, Bachelors, 13, Divorced, Tech-support, Not-in-family, White, Male, 2174, 0, 43, Mexico, >50K
65, ?, 38770, Masters, 14, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Female, 0, 0, 57, ?, <=50K
64, Private, 104112, 11th, 7, Married-civ-spouse, Tech-support, Own-child, White, Male, 2174, 0, 40, ?, <=50K
68, ?, 20598, Masters, 14, Married-civ-spouse, ?, Not-in-family, White, Male, 0, 0, 39, ?, <=50K
58, Self-emp-not-inc, 244396, HS-grad, 9, Married-civ-spouse, Tech-support, Wife, White, Female, 2174, 0, 22, ?, <=50K
30, ?, 103272, HS-grad, 9, Married-civ-spouse, ?, Husband, Asian-Pac-Islander, Female, 2174, 0, 20, Mexico, >50K
74, Private, 22730, HS-grad, 9, Married-civ-spouse, Craft-repair, Wife, White, Female, 0, 0, 49, Mexico, <=50K
40, ?, 285123, 11th, 7, Divorced, Exec-managerial, Husband, White, Male, 0, 1902, 50, United-States, <=50K
31, Local-gov, 35832, Bachelors, 13, Never-married, Exec-managerial, Husband, Black, Female, 0, 0, 22, United-States, <=50K
23, Local-gov, 27947, 11th, 7, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female, 0, 0, 29, Mexico, <=50K
64, Local-gov, 43080, Masters, 14, Married-civ-spouse, ?, Wife, White, Female, 2174, 0, 38, United-States, <=50K
77, Private, 109726, Masters, 14, Married-civ-spouse, Craft-repair, Husband, White, Female, 2174, 0, 61, United-States, <=50K
43, Private, 46545, Masters, 14, Married-civ-spouse, Exec-managerial, Wife, Black, Male, 2174, 0, 58, United-States, >50K
55, Local-gov, 249458, 11th, 7, Never-married, ?, Not-in-family, White, Male, 0, 1902, 39, ?, <=50K
51, Local-gov, 213525, Masters, 14, Never-married, ?, Not-in-family, Black, Female, 5013, 1902, 53, United-States, <=50K
65, Local-gov, 102381, Masters, 14, Never-married, Craft-repair, Not-in-family, Black, Male, 5013, 0, 8, Mexico, >50K
27, Private, 239761, Bachelors, 13, Never-married, ?, Own-child, White, Female, 0, 1902, 39, ?, <=50K
46, Private, 45995, 11th, 7, Divorced, ?, Husband, Black, Male, 0, 0, 39, United-States, <=50K
36, ?, 23690, 11th, 7, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Male, 0, 0, 57, ?, <=50K
61, Private, 37568, 11th, 7, Married-civ-spouse, ?, Husband, Black, Male, 0, 0, 53, Mexico, <=50K
52, Private, 115457, Bachelors, 13, Married-civ-spouse, ?, Own-child, Asian-Pac-Islander, Female, 2174, 1902, 22, ?, >50K
75, Self-emp-not-inc, 148157, Masters, 14, Never-married, ?, Own-child, Asian-Pac-Islander, Male, 0, 0, 44, ?, <=50K
30, Private, 144248, Bachelors, 13, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 61, Mexico, >50K
66, Local-gov, 295326, 11th, 7, Divorced, Exec-managerial, Husband, White, Male, 0, 0, 27, United-States, <=50K
70, ?, 195237, Bachelors, 13, Divorced, Tech-support, Not-in-family, White, Male, 2174, 0, 70, ?, <=50K
60, ?, 124523, 11th, 7, Divorced, Exec-managerial, Own-child, Black, Male, 0, 0, 53, ?, <=50K
26, ?, 251864, 11th, 7, Divorced, Tech-support, Husband, White, Female, 2174, 0, 34, United-States, <=50K
54, Self-emp-not-inc, 30854, HS-grad, 9, Divorced, Craft-repair, Wife, Asian-Pac-Islander, Female, 0, 0, 15, Mexico, <=50K
20, Private, 264761, Bachelors, 13, Divorced, ?, Not-in-family, Black, Female, 2174, 0, 26, ?, <=50K
58, Local-gov, 277669, Masters, 14, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Female, 0, 1902, 55, ?, >50K
20, ?, 185840, Bachelors, 13, Married-civ-spouse, Tech-support, Not-in-family, Asian-Pac-Islander, Female, 0, 1902, 20, United-States, <=50K
38, Self-emp-not-inc, 298299, 11th, 7, Married-civ-spouse, Craft-repair, Wife, White, Female, 5013, 0, 58, ?, <=50K
50, Local-gov, 207594, Masters, 14, Never-married, ?, Wife, Black, Female, 5013, 0, 44, ?, <=50K
32, Private, 102737, 11th, 7, Divorced, Tech-support, Own-child, Asian-Pac-Islander, Male, 2174, 0, 54, Mexico, >50K
41, Private, 31951, Masters, 14, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 1902, 59, Mexico, <=50K
39, Private, 59616, HS-grad, 9, Married-civ-spouse, Tech-support, Husband, White, Female, 5013, 0, 21, United-States, <=50K
45, Local-gov, 40502, 11th, 7, Divorced, Tech-support, Own-child, Asian-Pac-Islander, Female, 0, 0, 27, ?, <=50K
70, Self-emp-not-inc, 236815, 11th, 7, Divorced, Exec-managerial, Wife, Asian-Pac-Islander, Female, 0, 0, 15, Mexico, <=50K
17, Private, 67774, Masters, 14, Divorced, ?, Not-in-family, Black, Male, 0, 0, 47, ?, >50K
22, Self-emp-not-inc, 29480, 11th, 7, Never-married, Tech-support, Husband, Black, Female, 5013, 1902, 57, Mexico, <=50K
51, ?, 73910, Masters, 14, Married-civ-spouse, Tech-support, Wife, Asian-Pac-Islander, Female, 5013, 0, 36, ?, <=50K
71, Self-emp-not-inc, 148233, HS-grad, 9, Married-civ-spouse, Craft-repair, Own-child, White, Male, 0, 1902, 11, Mexico, >50K
60, Private, 21302, HS-grad, 9, Married-civ-spouse, Tech-support, Wife, White, Male, 0, 1902, 35, ?, >50K
36, Private, 85635, HS-grad, 9, Married-civ-spouse, Tech-support, Wife, Black, Male, 0, 0, 55, Mexico, <=50K
62, ?, 94460, Bachelors, 13, Divorced, ?, Husband, White, Female, 0, 1902, 41, United-States, <=50K
20, Private, 46995, Bachelors, 13, Divorced, ?, Own-child, White, Female, 0, 0, 62, ?, <=50K
47, Private, 201604, HS-grad, 9, Divorced, ?, Own-child, White, Male, 0, 0, 41, United-States, >50K
68, Self-emp-not-inc, 179392, Bachelors, 13, Married-civ-spouse, Craft-repair, Own-child, Black, Female, 5013, 0, 25, ?, <=50K
70, Self-emp-not-inc, 186234, 11th, 7, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male, 2174, 1902, 61, United-States, <=50K
72, Local-gov, 120927, Masters, 14, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female, 5013, 0, 13, Mexico, <=50K
47, Self-emp-not-inc, 64646, 11th, 7, Married-civ-spouse, ?, Own-child, White, Male, 0, 1902, 23, ?, <=50K
49, Private, 242790, 11th, 7, Never-married, Craft-repair, Not-in-family, White, Male, 5013, 0, 61, ?, >50K
56, Private, 31784, HS-grad, 9, Never-married, Exec-managerial, Own-child, White, Female, 0, 0, 38, United-States, <=50K
43, Self-emp-not-inc, 266106, Bachelors, 13, Never-married, Craft-repair, Not-in-family, Black, Male, 0, 0, 56, United-States, <=50K
32, Self-emp-not-inc, 124962, Bachelors, 13, Divorced, Exec-managerial, Wife, Black, Female, 0, 0, 32, ?, <=50K
54, Private, 154880, Masters, 14, Divorced, Tech-support, Wife, Asian-Pac-Islander, Male, 0, 0, 36, United-States, <=50K
60, Self-emp-not-inc, 265136, Bachelors, 13, Married-civ-spouse, Craft-repair, Wife, White, Male, 0, 0, 34, ?, >50K
53, Local-gov, 149549, Masters, 14, Divorced, ?, Husband, Asian-Pac-Islander, Male, 0, 0, 36, Mexico, <=50K
68, Local-gov, 291538, Bachelors, 13, Divorced, Tech-support, Husband, Asian-Pac-Islander, Female, 5013, 0, 42, United-States, >50K
77, Local-gov, 31072, 11th, 7, Divorced, ?, Own-child, Black, Female, 0, 0, 34, ?, <=50K
59, Private, 113911, Masters, 14, Divorced, Craft-repair, Own-child, Black, Male, 5013, 0, 42, ?, >50K
23, Local-gov, 161169, 11th, 7, Divorced, Craft-repair, Wife, Black, Male, 0, 1902, 68, ?, >50K
49, ?, 291922, HS-grad, 9, Married-civ-spouse, Craft-repair, Own-child, Black, Female, 0, 0, 7, Mexico, <=50K
48, Local-gov, 160879, HS-grad, 9, Never-married, Tech-support, Own-child, Black, Female, 2174, 0, 55, ?, <=50K
73, Self-emp-not-inc, 112914, Masters, 14, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Female, 5013, 0, 42, United-States, <=50K
29, ?, 60648, 11th, 7, Divorced, ?, Husband, Black, Male, 0, 1902, 41, United-States, <=50K
55, ?, 189541, 11th, 7, Never-married, Exec-managerial, Wife, Asian-Pac-Islander, Male, 5013, 0, 35, Mexico, <=50K
45, Self-emp-not-inc, 129381, Masters, 14, Married-civ-spouse, Craft-repair, Own-child, Black, Female, 5013, 0, 64, ?, <=50K
60, Local-gov, 209151, 11th, 7, Married-civ-spouse, ?, Own-child, Black, Male, 0, 0, 53, Mexico, >50K
26, ?, 142860, 11th, 7, Never-married, Craft-repair, Not-in-family, Black, Female, 0, 0, 11, Mexico, <=50K
23, ?, 30390, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male, 0, 1902, 45, Mexico, <=50K
75, Private, 145811, 11th, 7, Married-civ-spouse, Exec-managerial, Wife, Black, Male, 0, 1902, 59, Mexico, <=50K
65, ?, 163342, HS-grad, 9, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Male, 0, 0, 28, Mexico, >50K
61, Local-gov, 36881, 11th, 7, Married-civ-spouse, Craft-repair, Own-child, Black, Male, 0, 0, 37, United-States, >50K
19, Private, 122736, Bachelors, 13, Married-civ-spouse, ?, Wife, White, Male, 2174, 0, 61, ?, >50K
32, Private, 74363, HS-grad, 9, Never-married, Tech-support, Husband, White, Female, 5013, 0, 41, United-States, <=50K
63, ?, 155572, Masters, 14, Never-married, ?, Own-child, Black, Female, 0, 1902, 46, ?, <=50K
70, Local-gov, 225150, 11th, 7, Never-married, Exec-managerial, Not-in-family, Black, Female, 0, 0, 63, ?, >50K
37, ?, 242909, Masters, 14, Divorced, Exec-managerial, Not-in-family, Black, Female, 2174, 0, 43, Mexico, >50K
26, Private, 227310, 11th, 7, Never-married, Craft-repair, Not-in-family, White, Male, 5013, 0, 52, ?, <=50K
19, ?, 55389, Bachelors, 13, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Female, 0, 1902, 70, United-States, <=50K
66, Self-emp-not-inc, 170709, HS-grad, 9, Divorced, ?, Own-child, Black, Male, 5013, 1902, 57, Mexico, >50K
69, Self-emp-not-inc, 73685, Masters, 14, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Male, 5013, 0, 60, ?, <=50K
28, Local-gov, 23548, Masters, 14, Never-married, Exec-managerial, Own-child, Black, Female, 5013, 1902, 13, Mexico, <=50K
45, Local-gov, 184563, Bachelors, 13, Never-married, Exec-managerial, Own-child, White, Female, 5013, 1902, 51, Mexico, <=50K
51, Self-emp-not-inc, 59393, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 43, Mexico, <=50K
31, ?, 194651, HS-grad, 9, Divorced, Exec-managerial, Husband, Black, Male, 0, 0, 58, Mexico, <=50K
72, Self-emp-not-inc, 293520, 11th, 7, Married-civ-spouse, Tech-support, Wife, Asian-Pac-Islander, Male, 2174, 0, 48, Mexico, <=50K
50, Self-emp-not-inc, 160106, HS-grad, 9, Married-civ-spouse, ?, Husband, Black, Male, 0, 0, 58, United-States, <=50K
18, ?, 231083, Masters, 14, Never-married, Exec-managerial, Wife, Black, Male, 0, 0, 30, Mexico, >50K
24, Self-emp-not-inc, 177973, 11th, 7, Married-civ-spouse, Exec-managerial, Own-child, White, Male, 0, 0, 51, United-States, >50K
22, Local-gov, 205496, HS-grad, 9, Married-civ-spouse, Craft-repair, Own-child, White, Male, 0, 1902, 39, Mexico, <=50K
46, Private, 34559, 11th, 7, Married-civ-spouse, Exec-managerial, Own-child, Asian-Pac-Islander, Female, 0, 0, 67, United-States, <=50K
70, Private, 62358, 11th, 7, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Male, 5013, 0, 57, ?, <=50K
36, Local-gov, 202675, 11th, 7, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male, 0, 0, 68, ?, >50K
41, Local-gov, 142231, Bachelors, 13, Never-married, ?, Wife, Asian-Pac-Islander, Male, 0, 0, 8, ?, <=50K
48, Private, 299415, HS-grad, 9, Never-married, ?, Husband, Black, Male, 2174, 0, 52, Mexico, <=50K
69, Private, 246576, Bachelors, 13, Divorced, Craft-repair, Not-in-family, Black, Male, 0, 1902, 22, ?, <=50K
27, ?, 252340, Masters, 14, Divorced, Tech-support, Not-in-family, Black, Male, 5013, 0, 54, Mexico, <=50K
37, Local-gov, 197479, Masters, 14, Married-civ-spouse, ?, Not-in-family, Black, Female, 0, 0, 54, Mexico, <=50K
67, ?, 70989, Bachelors, 13, Divorced, Exec-managerial, Own-child, Asian-Pac-Islander, Male, 0, 1902, 67, Mexico, <=50K
64, Self-emp-not-inc, 269808, HS-grad, 9, Divorced, Exec-managerial, Own-child, Black, Male, 2174, 1902, 8, ?, <=50K
52, Self-emp-not-inc, 63143, 11th, 7, Divorced, ?, Not-in-family, Asian-Pac-Islander, Male, 0, 1902, 41, ?, >50K
37, Self-emp-not-inc, 281759, Bachelors, 13, Divorced, Tech-support, Own-child, Asian-Pac-Islander, Female, 0, 1902, 18, United-States, <=50K
46, Local-gov, 278894, HS-grad, 9, Never-married, Craft-repair, Wife, White, Female, 0, 0, 37, ?, <=50K
24, ?, 181571, 11th, 7, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female, 5013, 0, 19, United-States, >50K
60, Self-emp-not-inc, 59336, Masters, 14, Married-civ-spouse, Tech-support, Not-in-family, Black, Male, 2174, 0, 34, Mexico, >50K
30, ?, 272130, Bachelors, 13, Never-married, Craft-repair, Wife, White, Female, 0, 1902, 33, Mexico, <=50K
71, Private, 155105, Masters, 14, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Male, 2174, 0, 64, Mexico, >50K
67, Local-gov, 249759, 11th, 7, Never-married, Exec-managerial, Own-child, Black, Male, 0, 0, 43, ?, <=50K
59, ?, 133345, 11th, 7, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Male, 0, 0, 12, ?, >50K
78, ?, 32594, HS-grad, 9, Married-civ-spouse, ?, Husband, Asian-Pac-Islander, Male, 0, 0, 62, Mexico, <=50K
55, Private, 276804, Bachelors, 13, Divorced, ?, Not-in-family, Black, Male, 0, 0, 24, ?, >50K
54, Local-gov, 121041, 11th, 7, Divorced, ?, Wife, Black, Female, 0, 1902, 43, Mexico, <=50K
57, Self-emp-not-inc, 87302, Masters, 14, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Male, 5013, 1902, 48, Mexico, >50K
41, Local-gov, 176279, Masters, 14, Divorced, Tech-support, Own-child, Black, Male, 2174, 0, 62, United-States, >50K
35, Private, 197392, Masters, 14, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Female, 0, 1902, 26, ?, >50K
24, Private, 132700, Masters, 14, Divorced, ?, Husband, Asian-Pac-Islander, Male, 0, 0, 55, Mexico, >50K
56, Private, 229724, 11th, 7, Never-married, Tech-support, Not-in-family, White, Female, 2174, 1902, 33, United-States, <=50K
67, Self-emp-not-inc, 215002, HS-grad, 9, Never-married, ?, Not-in-family, White, Female, 2174, 0, 12, ?, >50K
26, Private, 289568, 11th, 7, Married-civ-spouse, Tech-support, Wife, White, Male, 2174, 0, 68, ?, <=50K
20, ?, 255336, Masters, 14, Never-married, Craft-repair, Own-child, Black, Female, 0, 0, 60, United-States, <=50K
28, Self-emp-not-inc, 273410, 11th, 7, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Male, 0, 0, 29, United-States, <=50K
68, Self-emp-not-inc, 182510, Bachelors, 13, Divorced, Exec-managerial, Husband, Black, Male, 0, 1902, 15, Mexico, <=50K
22, Self-emp-not-inc, 166393, Bachelors, 13, Never-married, ?, Not-in-family, Black, Female, 2174, 1902, 51, United-States, <=50K
47, Private, 22597, Masters, 14, Married-civ-spouse, ?, Wife, White, Male, 2174, 0, 68, Mexico, <=50K
39, Self-emp-not-inc, 87556, Masters, 14, Married-civ-spouse, Craft-repair, Own-child, Black, Female, 0, 0, 8, Mexico, <=50K
19, Private, 214898, 11th, 7, Divorced, ?, Not-in-family, Asian-Pac-Islander, Female, 2174, 1902, 51, ?, <=50K
49, Local-gov, 136091, Masters, 14, Divorced, Exec-managerial, Own-child, White, Male, 0, 0, 27, ?, >50K
47, Local-gov, 78385, 11th, 7, Divorced, ?, Wife, White, Female, 5013, 1902, 25, ?, <=50K
71, ?, 57420, Masters, 14, Never-married, Tech-support, Husband, Black, Female, 5013, 0, 67, United-States, <=50K
20, Local-gov, 88109, HS-grad, 9, Divorced, Tech-support, Own-child, Black, Male, 5013, 0, 44, United-States, >50K
36, Local-gov, 291436, HS-grad, 9, Divorced, Exec-managerial, Wife, White, Male, 0, 0, 38, ?, <=50K
22, ?, 261839, Masters, 14, Never-married, Tech-support, Not-in-family, Black, Female, 0, 0, 16, United-States, >50K
77, Private, 286162, Masters, 14, Never-married, Craft-repair, Husband, Black, Male, 0, 0, 42, ?, <=50K
37, Private, 67508, Bachelors, 13, Never-married, Exec-managerial, Husband, Black, Male, 0, 0, 14, United-States, >50K
61, Local-gov, 118728, Bachelors, 13, Divorced, Craft-repair, Husband, White, Male, 2174, 0, 15, ?, <=50K
39, Private, 239892, HS-grad, 9, Divorced, Craft-repair, Not-in-family, Black, Male, 0, 1902, 12, United-States, <=50K
50, Private, 49173, Bachelors, 13, Married-civ-spouse, ?, Own-child, Asian-Pac-Islander, Female, 2174, 0, 49, ?, >50K
40, Private, 131072, HS-grad, 9, Never-married, Craft-repair, Wife, Black, Male, 2174, 1902, 33, Mexico, <=50K
45, Local-gov, 64184, HS-grad, 9, Divorced, ?, Husband, Black, Female, 0, 0, 8, Mexico, <=50K
41, Private, 134334, Bachelors, 13, Never-married, Exec-managerial, Husband, White, Male, 0, 0, 9, United-States, >50K
41, Self-emp-not-inc, 60186, Bachelors, 13, Never-married, Tech-support, Not-in-family, Black, Female, 0, 1902, 46, United-States, <=50K
17, Self-emp-not-inc, 235596, Masters, 14, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Female, 0, 0, 43, Mexico, <=50K
23, Self-emp-not-inc, 186472, Masters, 14, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male, 0, 0, 56, ?, <=50K
28, Self-emp-not-inc, 40597, Bachelors, 13, Never-married, Tech-support, Not-in-family, White, Female, 0, 0, 43, Mexico, <=50K
75, Private, 226784, 11th, 7, Divorced, Craft-repair, Husband, Black, Female, 0, 0, 56, ?, >50K
47, Self-emp-not-inc, 52320, Bachelors, 13, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Female, 2174, 0, 69, Mexico, <=50K
72, Local-gov, 298169, Masters, 14, Never-married, Exec-managerial, Husband, Black, Female, 5013, 0, 21, Mexico, <=50K
63, ?, 184095, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Female, 5013, 0, 44, United-States, <=50K
36, Local-gov, 194403, HS-grad, 9, Divorced, ?, Not-in-family, White, Male, 2174, 1902, 64, Mexico, >50K
43, Private, 173214, Bachelors, 13, Divorced, ?, Husband, Black, Female, 2174, 0, 57, United-States, <=50K
26, Local-gov, 69949, 11th, 7, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Male, 0, 0, 50, United-States, <=50K
45, Private, 61572, HS-grad, 9, Divorced, Exec-managerial, Own-child, White, Female, 5013, 0, 57, Mexico, <=50K
67, Local-gov, 193949, Bachelors, 13, Never-married, ?, Wife, Asian-Pac-Islander, Male, 0, 0, 11, ?, <=50K
56, Private, 141000, Masters, 14, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Male, 2174, 0, 54, ?, <=50K
31, Private, 72765, Masters, 14, Never-married, ?, Wife, Asian-Pac-Islander, Male, 5013, 0, 53, United-States, <=50K
38, Private, 192682, 11th, 7, Never-married, Craft-repair, Wife, Asian-Pac-Islander, Female, 0, 0, 15, United-States, <=50K
75, ?, 115952, Bachelors, 13, Married-civ-spouse, Craft-repair, Wife, White, Male, 0, 0, 8, ?, <=50K
41, Local-gov, 85379, Masters, 14, Married-civ-spouse, Exec-managerial, Own-child, Black, Male, 0, 0, 34, ?, <=50K
73, ?, 122834, Masters, 14, Divorced, ?, Husband, Asian-Pac-Islander, Male, 0, 0, 9, United-States, <=50K
63, ?, 60738, 11th, 7, Never-married, Tech-support, Not-in-family, White, Male, 0, 0, 22, ?, >50K
17, Self-emp-not-inc, 256765, HS-grad, 9, Divorced, ?, Wife, White, Male, 5013, 0, 9, ?, <=50K
76, ?, 39654, Bachelors, 13, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female, 0, 1902, 65, Mexico, <=50K
22, ?, 68323, HS-grad, 9, Never-married, Tech-support, Not-in-family, Black, Male, 0, 0, 32, ?, <=50K
24, Local-gov, 230369, HS-grad, 9, Divorced, ?, Not-in-family, Asian-Pac-Islander, Male, 5013, 1902, 13, Mexico, <=50K
64, Self-emp-not-inc, 119376, HS-grad, 9, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Male, 0, 0, 25, Mexico, <=50K
